daynight_N,lat,lon,fire_weather_index,pressure_mean,wind_direction_mean,wind_direction_std,solar_radiation_mean,dewpoint_mean,cloud_cover_mean,evapotranspiration_total,humidity_min,temp_mean,temp_range,wind_speed_max,frp
1.0,-20.21025,136.45862,37.56571723090278,982.5416666666666,269.375,97.3690627201474,298.6666666666667,7.870833333333334,28.791666666666668,9.919999999999998,15.0,31.27083333333333,14.1,36.1,35.26
0.0,-31.32374,136.54683,68.79269444444444,993.8083333333334,225.2083333333333,65.93808912322393,208.04166666666663,8.883333333333333,94.20833333333331,10.28,9.0,33.266666666666666,22.0,38.7,32.02
0.0,14.59884,-85.13073,4.313380456349206,991.3583333333332,111.5,61.70494307589952,279.7916666666667,20.6375,61.625,5.69,41.0,28.141666666666666,13.099999999999998,14.9,4.19
0.0,-1.25047,-53.69856,7.625204522357723,985.775,54.208333333333336,21.13839154766091,264.0833333333333,20.84166666666667,68.875,5.85,40.0,29.320833333333336,10.499999999999996,13.7,42.56
0.0,9.80394,-68.48751,8.522572157118054,956.1958333333332,91.375,95.12571178007904,277.0833333333333,16.65833333333333,54.125,6.140000000000001,31.0,27.329166666666666,10.9,17.2,14.33
0.0,-17.19307,24.24795,8.353987068965518,901.8416666666668,75.04166666666667,14.501376850339264,255.5833333333333,8.612499999999999,0.0,5.510000000000001,28.0,21.875,14.0,14.5,6.83
0.0,-19.15151,34.53677,6.171013695987655,1011.7208333333334,131.54166666666666,77.82725484829992,254.79166666666663,20.23333333333333,22.791666666666668,5.33,35.0,26.941666666666663,13.499999999999996,20.5,12.07
0.0,66.3514,157.46692,5.325213675213676,980.7041666666668,123.875,20.909153697204804,271.9583333333333,8.929166666666667,66.70833333333333,4.58,38.0,17.0,12.2,18.9,112.38
0.0,-18.76288,34.77288,10.652586805555556,987.2333333333332,88.125,100.5245875810159,276.75,17.508333333333336,7.0,6.3,26.0,28.5125,16.3,21.7,9.59
0.0,-14.57592,26.95677,10.439259027777778,884.3375,104.66666666666669,13.66768288904727,258.75,6.141666666666666,0.0,5.859999999999999,24.0,21.620833333333334,14.2,16.0,9.14
1.0,7.77086,25.45371,18.863196486928103,929.9416666666666,25.45833333333333,19.874563237688744,254.41666666666663,2.7625,0.0,7.07,16.0,25.241666666666664,13.1,15.7,0.53
0.0,9.64075,37.44566,6.353010223765431,849.5833333333334,228.125,99.3492629145615,273.6666666666667,5.866666666666667,30.25,5.300000000000001,17.0,23.72083333333333,13.099999999999998,8.4,9.65
0.0,6.06895,17.20594,30.459333333333337,940.8333333333334,211.875,134.58711939979,278.125,1.3791666666666664,41.958333333333336,7.72,9.0,28.53333333333333,17.1,14.0,10.37
1.0,-20.72241,48.09814,3.5683973311546846,990.3708333333334,112.75,122.97535322169236,273.8333333333333,17.695833333333336,12.916666666666666,4.57,50.0,21.558333333333337,11.3,11.9,0.24
1.0,-29.46044,29.52487,5.294694940476189,842.5124999999999,262.4583333333333,126.74448678564112,168.58333333333334,-6.145833333333333,0.0,3.05,13.0,10.887499999999998,21.3,10.1,0.89
0.0,5.54662,28.83946,14.55496031746032,947.8791666666666,33.166666666666664,19.121686350552057,246.29166666666663,9.75,1.6666666666666667,6.609999999999999,20.0,28.041666666666668,13.400000000000002,18.2,6.59
0.0,-12.88422,26.85481,9.437951388888887,884.3416666666667,158.08333333333334,37.78217907367911,241.7083333333333,2.708333333333333,71.875,5.23,17.0,20.325,18.3,13.9,7.57
1.0,58.05871,107.32127,4.402588619402985,936.4583333333334,74.66666666666667,107.254629529711,202.41666666666663,15.591666666666669,90.75,3.14,66.0,18.625,7.9,20.1,1.27
0.0,-9.58674,17.92381,19.40859375,910.5458333333332,118.66666666666669,6.426939828219614,230.4583333333333,3.695833333333333,0.0,6.289999999999999,15.0,23.4,13.7,18.4,4.01
0.0,10.67852,36.30997,9.121471748737372,868.7916666666666,206.125,90.10055146890056,253.4583333333333,11.6625,53.708333333333336,5.77,21.0,26.92083333333333,11.9,19.9,7.63
0.0,-9.41821,-43.36523,16.88828673245614,955.4,96.04166666666669,33.28973711554692,321.3333333333333,7.870833333333334,32.375,8.07,18.0,28.554166666666664,13.700000000000005,15.6,17.22
0.0,-13.37845,30.14116,6.753616071428572,872.6791666666668,124.58333333333331,22.366114002113903,306.375,11.4375,65.0,5.98,34.0,21.9375,12.8,14.4,1.9
1.0,-18.99097,127.61024,24.97796151620369,965.7166666666668,229.9583333333333,135.08438077940602,277.1666666666667,15.8,39.833333333333336,9.1,23.0,33.90833333333333,12.099999999999998,37.8,10.69
0.0,47.57994,124.20081,3.296730769230769,981.0125,187.16666666666663,54.541014129022415,200.75,-3.1833333333333336,30.375,2.8600000000000003,25.0,6.9125000000000005,12.3,20.5,24.92
1.0,55.30054,129.86342,6.52979809670782,908.9791666666666,24.375,16.10593187824494,339.25,2.829166666666667,0.375,5.7700000000000005,26.0,15.841666666666669,12.000000000000002,14.6,19.7
